annual_income,monthly_income,loan_amount,existing_debts,debt_to_income_ratio,number_of_credit_cards,credit_utilization_ratio,payment_history,number_of_late_payments,loan_repayment_history,employment_length,age,savings_balance,previous_defaults,credit_history_length,creditworthiness
63900.0,5362.91,30200.0,53700.0,0.8404,2,1.0,Poor,7,Mostly Paid,10.9,30,23600.0,No,10.0,Bad
25100.0,1801.34,14900.0,9000.0,0.3586,5,1.0,Fair,6,Mostly Paid,14.4,45,1800.0,No,8.7,Good
82500.0,6856.22,74800.0,1300.0,0.0158,6,0.125,Good,0,Mostly Paid,5.5,74,1100.0,No,41.2,Good
91300.0,7637.73,18200.0,9500.0,0.1041,3,0.159,Excellent,1,Mostly Paid,46.9,66,30300.0,No,19.4,Good
50900.0,4497.25,14800.0,800.0,0.0157,1,0.219,Fair,0,All Paid,13.8,42,10200.0,No,12.3,Good
220700.0,18395.56,53800.0,117300.0,0.5315,7,0.976,Fair,3,All Paid,10.1,73,5200.0,No,30.8,Good
154700.0,12649.95,5600.0,109900.0,0.7104,4,0.592,Good,2,Mostly Paid,8.6,50,27900.0,No,6.4,Good
100000.0,8530.92,15900.0,3600.0,0.036,4,0.238,Fair,1,Mostly Paid,25.4,55,12500.0,No,4.8,Good
101300.0,8396.16,21500.0,17600.0,0.1737,0,0.868,Fair,3,All Paid,15.8,70,30700.0,No,21.1,Good
38900.0,2732.62,79900.0,31400.0,0.8072,2,0.744,Fair,4,Delayed,4.7,23,2300.0,Yes,1.3,Bad
89500.0,7523.33,110200.0,4200.0,0.0469,3,0.477,Good,1,Mostly Paid,56.7,75,11300.0,No,28.1,Good
34400.0,2966.82,49100.0,3600.0,0.1047,2,0.325,Fair,3,Delayed,9.3,61,1700.0,No,18.4,Good
30100.0,2339.75,28700.0,3300.0,0.1096,3,0.733,Fair,4,All Paid,2.8,62,19500.0,Yes,8.3,Bad
300000.0,24961.59,40800.0,2700.0,0.009,0,0.193,Good,2,Mostly Paid,12.1,49,91000.0,No,18.1,Good
83300.0,7073.21,23700.0,900.0,0.0108,3,0.277,Excellent,1,All Paid,42.2,62,22700.0,No,5.1,Good
56700.0,4791.36,17400.0,51900.0,0.9153,3,0.651,Fair,4,Delayed,29.3,64,13800.0,No,8.9,Bad
42100.0,3195.8,110300.0,10700.0,0.2542,5,0.537,Fair,3,Delayed,21.1,38,5100.0,Yes,12.4,Bad
80200.0,6934.04,9300.0,8800.0,0.1097,2,0.577,Poor,3,Delayed,12.2,33,41700.0,No,7.5,Good
23300.0,2282.93,19900.0,3300.0,0.1416,0,0.541,Poor,3,All Paid,5.8,71,900.0,Yes,16.1,Good
26500.0,2106.3,85300.0,10000.0,0.3774,1,0.601,Poor,3,Delayed,16.9,38,9100.0,No,4.7,Bad
22200.0,1468.03,49900.0,3000.0,0.1351,3,0.322,Fair,2,Delayed,10.3,28,1600.0,No,6.0,Bad
64900.0,5562.56,6000.0,5000.0,0.077,2,0.362,Poor,1,Mostly Paid,18.3,54,5600.0,No,9.0,Good
79700.0,6507.05,5800.0,2600.0,0.0326,5,0.235,Excellent,0,All Paid,34.3,53,12200.0,No,28.4,Good
24200.0,2123.76,30400.0,9500.0,0.3926,3,0.725,Poor,4,All Paid,25.3,52,7900.0,No,24.8,Good
103000.0,9023.77,28200.0,6200.0,0.0602,3,0.675,Poor,2,Mostly Paid,18.0,36,38100.0,No,3.7,Good
37000.0,2774.07,25500.0,800.0,0.0216,5,0.121,Excellent,0,All Paid,4.9,37,7000.0,No,14.0,Good
95100.0,7765.68,17600.0,15900.0,0.1672,2,0.397,Good,1,All Paid,28.2,74,10300.0,No,19.5,Good
280800.0,23361.1,150000.0,3400.0,0.0121,2,0.354,Excellent,1,Mostly Paid,4.4,35,164900.0,No,8.0,Good
96400.0,8291.67,16100.0,97000.0,1.0062,2,0.887,Fair,3,Mostly Paid,19.0,64,6000.0,No,9.4,Good
159600.0,14011.12,28600.0,47300.0,0.2964,2,0.54,Fair,2,Defaulted,20.9,58,52400.0,Yes,7.5,Good
212400.0,17749.42,23200.0,10600.0,0.0499,3,0.412,Fair,2,Mostly Paid,9.7,66,40700.0,No,34.6,Good
63400.0,4956.89,11500.0,3600.0,0.0568,2,0.213,Good,1,Delayed,4.9,31,6500.0,No,7.6,Good
98800.0,8164.23,12900.0,25000.0,0.253,5,0.76,Fair,3,Mostly Paid,3.8,32,500.0,No,6.3,Good
144200.0,11861.69,92700.0,19100.0,0.1325,4,0.416,Excellent,2,Mostly Paid,5.3,48,17600.0,No,3.9,Good
48700.0,4202.65,73400.0,21700.0,0.4456,1,0.562,Good,5,Delayed,1.2,18,3700.0,No,0.7,Bad
39700.0,3383.71,12800.0,9400.0,0.2368,3,0.508,Fair,3,Delayed,3.7,70,1400.0,No,19.3,Bad
210400.0,17324.97,78000.0,35900.0,0.1706,3,0.776,Poor,4,Delayed,38.4,71,3800.0,No,21.1,Good
104200.0,8516.64,13200.0,103000.0,0.9885,3,0.611,Fair,2,All Paid,38.6,71,9400.0,No,16.4,Good
36100.0,2936.32,39500.0,5400.0,0.1496,1,0.286,Fair,1,Mostly Paid,1.0,20,7400.0,No,2.2,Good
58800.0,4852.13,8000.0,9000.0,0.1531,3,0.376,Fair,2,Mostly Paid,2.1,33,21900.0,No,5.5,Good
123500.0,10283.23,79300.0,40600.0,0.3287,2,0.625,Good,2,All Paid,0.5,40,5500.0,No,5.1,Good
71500.0,5968.11,6900.0,35600.0,0.4979,6,0.762,Fair,3,Defaulted,23.6,74,8400.0,Yes,25.7,Bad
88200.0,7596.97,33300.0,26000.0,0.2948,4,,Good,2,All Paid,8.8,28,9300.0,No,7.1,Good
111100.0,9179.09,57900.0,40000.0,0.36,3,0.526,Good,4,Defaulted,3.1,29,16500.0,Yes,4.3,Bad
83200.0,6824.62,9300.0,11600.0,0.1394,1,0.17,Excellent,0,All Paid,5.5,27,28100.0,No,5.6,Good
70500.0,5607.25,23100.0,13800.0,0.1957,5,0.341,Good,1,Mostly Paid,30.2,49,11900.0,No,10.0,Good
110000.0,9121.89,6500.0,7200.0,0.0655,5,0.576,Excellent,2,Delayed,3.1,33,41800.0,No,9.7,Good
104500.0,8759.57,45200.0,35700.0,0.3416,6,0.727,Fair,3,Mostly Paid,4.4,25,15800.0,No,4.5,Good
84600.0,6705.18,17900.0,6400.0,0.0757,5,0.212,Good,1,Mostly Paid,29.2,55,16200.0,No,21.9,Good
49000.0,4014.85,33700.0,0.0,0.0,5,0.492,Good,2,All Paid,7.2,29,6100.0,No,6.6,Good
53800.0,4715.39,99500.0,43800.0,0.8141,2,,Good,4,Defaulted,11.3,41,19100.0,Yes,5.0,Bad
248900.0,20871.33,17800.0,27300.0,0.1097,4,0.594,Good,2,All Paid,9.3,45,128700.0,No,20.2,Good
27700.0,2383.02,6700.0,1800.0,0.065,4,0.19,Excellent,0,All Paid,29.1,70,6100.0,No,27.0,Good
40300.0,3482.58,44400.0,3800.0,0.0943,2,0.419,Poor,2,Mostly Paid,5.1,25,14400.0,No,2.9,Good
64100.0,5226.93,59100.0,7700.0,0.1201,3,0.43,,1,Mostly Paid,27.2,75,1300.0,No,12.8,Good
137800.0,11341.95,115800.0,26600.0,0.193,5,0.436,Excellent,1,Mostly Paid,6.1,45,65700.0,No,18.2,Good
31600.0,2887.72,11000.0,700.0,0.0222,0,0.143,Good,0,Mostly Paid,34.6,53,1800.0,No,16.4,Good
41100.0,3590.73,22400.0,700.0,0.017,3,0.419,Good,1,All Paid,22.3,43,2900.0,No,5.3,Good
24400.0,1884.08,70100.0,2500.0,0.1025,1,0.649,Good,2,Mostly Paid,7.3,25,800.0,No,6.0,Bad
99600.0,7924.26,62600.0,10500.0,0.1054,3,0.272,Fair,1,All Paid,9.3,75,67500.0,No,10.1,Good
37700.0,2996.56,39300.0,1400.0,0.0371,1,0.734,Excellent,2,Delayed,15.7,67,14900.0,No,23.3,Good
52000.0,4442.04,16000.0,8100.0,0.1558,2,0.656,Good,3,Defaulted,15.9,45,,Yes,14.8,Good
58100.0,4710.01,16700.0,5800.0,0.0998,4,0.7,Excellent,2,Mostly Paid,21.8,45,22300.0,No,22.4,Good
164300.0,13757.68,9600.0,1300.0,0.0079,3,,Excellent,0,All Paid,30.7,54,22000.0,No,7.3,Good
54400.0,4817.29,94200.0,35400.0,0.6507,3,0.626,Good,3,Delayed,41.5,58,28500.0,No,21.7,Good
30200.0,2498.06,11600.0,19700.0,0.6523,2,1.0,Fair,4,Defaulted,24.7,53,,No,15.6,Bad
68300.0,5738.46,34800.0,4800.0,0.0703,2,0.27,Fair,1,All Paid,12.6,44,10000.0,No,7.6,Good
234200.0,19653.65,35700.0,12500.0,0.0534,4,0.372,Excellent,2,Mostly Paid,5.2,71,9500.0,No,41.0,Good
80800.0,6516.92,21100.0,19200.0,0.2376,1,0.549,Good,3,Defaulted,11.2,34,17900.0,Yes,11.1,Bad
286300.0,23703.72,20200.0,85600.0,0.299,4,0.687,Good,2,Mostly Paid,8.3,26,200000.0,No,5.8,Good
139600.0,11778.57,43700.0,120000.0,0.8596,2,0.573,Fair,3,Delayed,19.9,50,57900.0,No,24.1,Good
22400.0,1874.06,22200.0,3200.0,0.1429,2,0.409,Good,1,Mostly Paid,17.5,70,9400.0,No,32.2,Good
89800.0,7507.69,15300.0,25900.0,0.2884,3,0.354,Good,2,All Paid,,37,49300.0,No,9.1,Good
42000.0,3506.66,22800.0,26500.0,0.631,2,0.912,Poor,4,Mostly Paid,8.3,30,19300.0,No,4.9,Bad
73300.0,6303.99,62700.0,13100.0,0.1787,4,0.57,Good,2,Mostly Paid,20.4,45,22500.0,No,16.6,Good
41300.0,3528.81,123800.0,1600.0,0.0387,0,0.48,Good,1,Delayed,3.1,65,11000.0,No,25.1,Bad
47900.0,4081.43,40400.0,6800.0,0.142,1,0.414,Excellent,1,Mostly Paid,17.2,46,3400.0,No,13.9,Good
186800.0,15811.11,58300.0,8200.0,0.0439,5,0.493,Poor,2,Mostly Paid,0.8,30,36800.0,No,6.7,Good
35000.0,3237.98,31600.0,200.0,0.0057,3,0.335,Good,2,Delayed,26.6,63,5700.0,No,25.7,Good
154700.0,13340.39,39300.0,64600.0,0.4176,3,,Poor,4,Delayed,6.3,52,61800.0,No,27.2,Good
22000.0,1717.53,150000.0,1800.0,0.0818,1,0.145,Excellent,0,All Paid,5.8,23,3500.0,No,3.8,Bad
26200.0,2677.21,25200.0,0.0,0.0,1,0.392,Good,2,Mostly Paid,14.2,35,1200.0,No,4.0,Good
145400.0,11897.31,7400.0,89800.0,0.6176,4,0.796,Fair,4,Mostly Paid,18.0,68,600.0,No,21.8,Good
84700.0,7445.38,115100.0,14900.0,0.1759,4,0.529,Good,2,Mostly Paid,2.3,22,19700.0,No,2.9,Good
109400.0,8989.87,60100.0,9000.0,0.0823,6,0.376,Fair,4,Delayed,19.3,64,18000.0,No,10.5,Good
35300.0,2927.88,22800.0,3200.0,0.0907,1,0.539,Fair,3,Delayed,23.3,42,3300.0,Yes,18.8,Bad
70100.0,5845.38,146400.0,5800.0,0.0827,2,0.334,Good,2,Mostly Paid,2.1,19,3100.0,Yes,0.5,Bad
106900.0,8734.94,19800.0,6900.0,0.0645,8,0.699,Fair,3,Mostly Paid,6.1,27,13900.0,No,5.3,Good
84200.0,7034.01,21300.0,46500.0,0.5523,2,0.797,Excellent,3,Mostly Paid,20.6,73,2300.0,No,43.9,Good
61500.0,4961.93,37900.0,3400.0,0.0553,4,0.277,Excellent,2,All Paid,9.9,47,5500.0,No,18.3,Good
228900.0,18828.01,16200.0,56700.0,0.2477,5,0.356,Good,1,Mostly Paid,25.8,67,22300.0,No,28.7,Good
93300.0,7767.26,47000.0,2300.0,0.0247,3,0.275,Poor,3,All Paid,43.1,62,12200.0,No,35.9,Good
174900.0,14892.98,10800.0,120000.0,0.6861,4,0.746,Good,2,All Paid,5.5,22,22500.0,No,3.3,Good
105100.0,8707.53,9000.0,29200.0,0.2778,2,0.613,Poor,4,Mostly Paid,36.1,72,,No,42.9,Good
106400.0,9054.87,31800.0,74500.0,0.7002,1,,Fair,3,Defaulted,20.0,73,40900.0,Yes,33.0,Bad
25400.0,1947.53,33400.0,3900.0,0.1535,2,0.516,Poor,4,Delayed,17.7,50,2700.0,No,18.7,Bad
49000.0,3826.64,8900.0,24500.0,0.5,1,1.0,Fair,6,Defaulted,4.5,71,3100.0,Yes,34.2,Bad
147000.0,12340.77,121500.0,84800.0,0.5769,3,0.721,Good,2,Mostly Paid,0.1,18,6200.0,No,0.5,Good
37200.0,3451.12,34800.0,13500.0,0.3629,0,0.496,Good,2,Mostly Paid,4.0,35,3400.0,No,12.0,Bad
28000.0,2375.12,10700.0,800.0,0.0286,6,0.292,Good,2,Delayed,24.0,49,,No,24.9,Good
45700.0,3973.66,18100.0,200.0,0.0044,3,0.327,Fair,1,Mostly Paid,18.0,64,800.0,No,24.8,Good
36200.0,3315.69,61400.0,2000.0,0.0552,2,0.167,Good,4,Mostly Paid,24.4,66,,No,5.3,Good
188600.0,15709.36,30900.0,7100.0,0.0376,5,0.215,Good,1,Mostly Paid,4.5,28,36900.0,No,1.7,Good
151600.0,12602.92,12300.0,58700.0,0.3872,6,,Fair,3,Mostly Paid,11.1,38,23400.0,No,5.6,Good
65000.0,5511.08,8800.0,15900.0,0.2446,2,0.469,Excellent,1,Mostly Paid,24.2,43,19200.0,No,11.5,Good
24100.0,2138.34,24700.0,5400.0,0.2241,2,0.673,Fair,3,All Paid,8.4,42,700.0,No,9.7,Good
101500.0,8178.54,19400.0,8900.0,0.0877,4,0.367,Good,2,Mostly Paid,0.8,39,56300.0,No,17.3,Good
83500.0,7017.48,42300.0,4200.0,0.0503,3,0.319,Good,2,Mostly Paid,17.5,44,2200.0,No,20.6,Good
249100.0,20758.2,95800.0,17300.0,0.0695,2,0.297,Good,2,Mostly Paid,3.6,66,,No,18.4,Good
73200.0,5942.1,15000.0,11200.0,0.153,3,0.331,Good,1,Mostly Paid,10.0,30,2600.0,Yes,8.5,Bad
46700.0,3877.7,72600.0,18900.0,0.4047,4,0.531,Poor,3,All Paid,6.8,50,20300.0,No,18.0,Bad
67600.0,5400.27,93600.0,6000.0,0.0888,1,0.888,Fair,4,Delayed,21.4,51,10200.0,No,9.2,Good
271900.0,22356.15,86300.0,97800.0,0.3597,1,0.525,Poor,3,Defaulted,32.4,58,5200.0,Yes,30.8,Good
97500.0,8138.37,111300.0,19800.0,0.2031,2,0.535,Excellent,3,All Paid,16.6,52,19200.0,No,9.9,Good
92500.0,7888.75,69600.0,60100.0,0.6497,8,0.803,Fair,3,Defaulted,1.7,18,700.0,No,0.7,Bad
37900.0,3088.88,36500.0,3000.0,0.0792,6,0.229,Excellent,0,All Paid,1.5,38,11800.0,No,11.5,Good
108500.0,8849.52,23500.0,19500.0,0.1797,3,0.523,Fair,6,Defaulted,27.6,65,23300.0,Yes,25.7,Bad
110200.0,9022.27,28700.0,3400.0,0.0309,7,0.152,Excellent,1,Mostly Paid,42.0,72,5800.0,No,37.8,Good
44800.0,3843.12,77100.0,5500.0,0.1228,4,0.479,Poor,4,Mostly Paid,0.4,23,4700.0,No,2.7,Bad
63000.0,5583.48,17600.0,13400.0,0.2127,3,0.755,Poor,4,Delayed,6.3,45,600.0,No,19.5,Good
42700.0,3712.42,11100.0,16900.0,0.3958,5,0.475,Good,1,Mostly Paid,16.1,34,10600.0,No,8.2,Good
39500.0,3551.83,10300.0,2600.0,0.0658,6,0.644,Poor,3,Defaulted,0.1,22,3600.0,Yes,3.9,Bad
21700.0,1598.81,66400.0,1600.0,0.0737,3,0.564,Fair,6,Defaulted,1.6,48,4200.0,Yes,17.4,Bad
41800.0,3468.55,55200.0,12500.0,0.299,3,0.705,Good,4,Delayed,5.5,22,26800.0,No,1.8,Bad
72500.0,6245.4,29100.0,10500.0,0.1448,3,0.338,Fair,1,All Paid,5.3,55,5700.0,No,24.1,Good
20100.0,1395.16,16200.0,4000.0,0.199,3,0.379,Excellent,1,All Paid,1.5,20,19100.0,No,1.4,Good
41600.0,3334.99,44600.0,22600.0,0.5433,2,0.573,Fair,3,Mostly Paid,0.5,70,8800.0,No,35.2,Good
158600.0,13405.07,6400.0,32900.0,0.2074,2,0.282,Fair,1,Mostly Paid,9.2,40,9300.0,No,15.7,Good
78500.0,6593.35,34400.0,24900.0,0.3172,2,0.92,Poor,3,Defaulted,20.7,54,9500.0,No,19.7,Bad
80800.0,6540.31,22800.0,25900.0,0.3205,2,0.484,Good,4,All Paid,4.8,70,22300.0,No,37.7,Good
53600.0,4140.5,138400.0,26200.0,0.4888,1,0.551,Excellent,2,All Paid,1.8,54,6800.0,No,14.1,Good
93400.0,8050.8,29800.0,28500.0,0.3051,6,0.844,Poor,4,Mostly Paid,5.6,27,1800.0,Yes,1.4,Bad
33700.0,2397.66,33100.0,700.0,0.0208,4,0.163,Good,0,All Paid,8.5,27,1700.0,No,5.6,Good
131000.0,11043.15,48600.0,16500.0,0.126,2,0.291,Fair,1,All Paid,1.1,36,41600.0,No,12.1,Good
28100.0,2235.06,28200.0,38300.0,1.363,2,0.953,Poor,3,Mostly Paid,9.3,34,6400.0,No,2.6,Bad
89400.0,7659.41,13900.0,5900.0,0.066,1,0.271,Fair,1,Mostly Paid,1.1,38,15600.0,No,13.4,Good
47100.0,3716.57,32000.0,12500.0,0.2654,3,0.424,Good,2,Defaulted,3.0,31,2200.0,No,7.7,Bad
109500.0,9647.96,106100.0,60800.0,0.5553,3,0.672,Poor,4,Defaulted,6.1,26,40300.0,No,1.6,Bad
71900.0,6072.13,23500.0,19100.0,0.2656,3,0.449,Excellent,3,Mostly Paid,21.2,63,47100.0,No,22.0,Good
59100.0,5038.41,44800.0,8300.0,0.1404,4,0.549,Poor,3,Defaulted,1.9,18,1000.0,Yes,0.5,Bad
32100.0,2520.39,138600.0,800.0,0.0249,6,0.29,Good,1,Mostly Paid,23.9,68,1000.0,No,16.6,Good
85800.0,7123.32,67000.0,11600.0,0.1352,2,0.285,Poor,1,All Paid,39.8,62,37600.0,No,29.8,Good
259200.0,21578.51,42700.0,15600.0,0.0602,2,0.208,Fair,0,All Paid,5.0,30,88100.0,No,2.2,Good
133500.0,11484.21,51600.0,120000.0,0.8989,2,0.721,Fair,3,All Paid,3.0,21,26200.0,Yes,1.7,Good
24000.0,2080.12,101500.0,9000.0,0.375,4,0.789,Poor,6,Defaulted,0.4,18,14400.0,Yes,0.5,Bad
50700.0,4333.77,117400.0,21000.0,0.4142,1,0.597,Poor,2,Mostly Paid,9.1,66,11000.0,No,37.2,Good
188900.0,15848.2,126500.0,32500.0,0.172,3,0.292,Good,2,Delayed,34.0,57,9700.0,No,24.6,Good
65500.0,5584.06,39400.0,2300.0,0.0351,4,0.124,Fair,2,Delayed,31.5,49,,No,6.3,Good
90500.0,7263.78,22000.0,8400.0,0.0928,4,0.398,Good,2,Mostly Paid,6.9,51,19300.0,No,26.5,Good
178400.0,15276.52,10000.0,16100.0,0.0902,5,0.299,Good,2,Delayed,20.3,45,152200.0,Yes,12.2,Good
154500.0,12699.5,22000.0,30900.0,0.2,3,0.32,Fair,1,Delayed,19.7,48,7900.0,Yes,11.1,Good
65300.0,5433.99,105200.0,12100.0,0.1853,2,0.305,Fair,2,Mostly Paid,3.7,25,12400.0,No,1.5,Good
57400.0,5089.63,82200.0,9800.0,0.1707,2,0.329,Fair,5,All Paid,21.3,56,17900.0,Yes,29.4,Good
47000.0,4303.59,31000.0,9700.0,0.2064,4,0.302,Fair,1,All Paid,14.7,43,4400.0,No,13.3,Good
102500.0,8702.86,32000.0,120000.0,1.1707,2,1.0,Excellent,4,Delayed,55.2,75,10300.0,No,45.9,Good
42000.0,3399.06,17900.0,4500.0,0.1071,4,0.401,Good,2,Delayed,20.1,51,18900.0,No,7.5,Good
38700.0,3250.55,26200.0,11100.0,0.2868,0,0.367,Excellent,2,Mostly Paid,14.7,71,4500.0,No,26.0,Good
48600.0,4083.39,48900.0,4000.0,0.0823,2,0.575,Fair,3,Mostly Paid,21.1,71,10000.0,No,9.6,Good
32700.0,2765.48,23000.0,6200.0,0.1896,2,,Poor,1,Mostly Paid,4.0,20,14900.0,No,1.4,Good
97200.0,7853.99,12300.0,6500.0,0.0669,3,0.623,Fair,2,Delayed,27.2,67,5100.0,No,36.1,Good
82300.0,7110.36,32200.0,20200.0,0.2454,0,0.492,Fair,1,Mostly Paid,10.6,29,66500.0,No,2.1,Good
62900.0,5268.58,13900.0,5800.0,0.0922,3,0.242,Excellent,0,Mostly Paid,0.4,18,15700.0,No,0.5,Good
52200.0,4205.56,133100.0,600.0,0.0115,4,0.522,Fair,3,Defaulted,40.1,71,7700.0,Yes,31.2,Bad
175800.0,14550.32,22300.0,89100.0,0.5068,3,0.786,Fair,3,Mostly Paid,39.0,61,20300.0,No,6.7,Good
21900.0,1878.97,89100.0,900.0,0.0411,6,0.291,Fair,2,Defaulted,,22,14000.0,No,2.1,Bad
115300.0,9327.75,13900.0,15900.0,0.1379,2,0.379,Good,5,All Paid,27.8,47,5800.0,No,10.0,Good
170900.0,14417.35,12300.0,33200.0,0.1943,5,0.384,Good,2,Mostly Paid,25.8,47,13300.0,No,20.6,Good
58400.0,4913.61,38600.0,9900.0,0.1695,4,0.233,Fair,1,Mostly Paid,48.5,74,4800.0,No,7.7,Good
72000.0,6313.14,57900.0,27900.0,0.3875,1,0.646,Excellent,2,Mostly Paid,1.8,34,5400.0,No,12.0,Good
207900.0,17340.52,34300.0,56600.0,0.2722,6,0.581,Fair,3,Mostly Paid,24.7,65,26800.0,No,28.4,Good
35500.0,2741.28,14100.0,3700.0,0.1042,4,0.508,Good,2,Defaulted,2.7,64,32600.0,Yes,14.5,Good
67700.0,5402.11,6400.0,1100.0,0.0162,5,0.528,Excellent,2,Mostly Paid,7.5,40,30200.0,No,5.5,Good
61800.0,5071.86,38700.0,27100.0,0.4385,3,0.801,Fair,5,Mostly Paid,11.6,32,5400.0,Yes,11.5,Bad
39400.0,3226.35,9900.0,5100.0,0.1294,3,0.54,Poor,3,Defaulted,32.8,54,4800.0,No,18.0,Bad
131000.0,10803.21,19700.0,86600.0,0.6611,2,0.829,Poor,4,Defaulted,9.4,38,29500.0,Yes,7.2,Bad
169400.0,14142.36,44400.0,25500.0,0.1505,3,0.18,Good,2,Mostly Paid,3.8,31,1100.0,No,1.8,Good
119000.0,9798.14,8600.0,45100.0,0.379,3,0.582,Fair,4,Mostly Paid,2.6,19,41300.0,No,0.5,Good
34100.0,2892.51,9800.0,28700.0,0.8416,1,0.841,Fair,3,Mostly Paid,5.2,28,14900.0,No,5.7,Good
25900.0,2054.2,7200.0,8200.0,0.3166,6,0.712,Good,2,All Paid,38.0,68,10600.0,No,23.4,Good
80400.0,6826.34,150000.0,12900.0,0.1604,1,0.463,Good,1,Mostly Paid,22.4,56,8100.0,No,24.6,Good
23800.0,1921.31,22100.0,6000.0,0.2521,2,0.529,Good,2,Mostly Paid,24.5,55,3500.0,No,26.0,Good
92600.0,7965.91,87700.0,21800.0,0.2354,5,1.0,Fair,5,Delayed,18.8,51,700.0,Yes,12.9,Bad
69100.0,5888.79,17200.0,18200.0,0.2634,2,0.609,Fair,3,Defaulted,4.1,55,7500.0,No,6.5,Bad
90700.0,7597.05,54000.0,4300.0,0.0474,5,0.326,Good,1,Delayed,50.8,67,11700.0,No,32.7,Good
78000.0,6458.46,13700.0,28100.0,0.3603,2,0.773,Poor,5,Defaulted,10.9,51,37500.0,No,16.6,Bad
55700.0,4337.86,29100.0,2600.0,0.0467,2,0.375,Excellent,2,Defaulted,11.2,35,25500.0,No,14.1,Good
34600.0,3166.04,65900.0,200.0,0.0058,2,0.373,Excellent,2,All Paid,9.9,47,23900.0,No,19.7,Good
43700.0,3505.51,64300.0,12900.0,0.2952,2,0.352,Poor,1,Mostly Paid,8.0,32,,No,5.0,Bad
68300.0,5709.81,60300.0,2500.0,0.0366,2,0.142,Excellent,2,Mostly Paid,23.7,44,600.0,No,10.8,Good
88600.0,7452.09,65800.0,39100.0,0.4413,2,0.855,Poor,4,Mostly Paid,27.8,68,18700.0,Yes,13.5,Bad
118300.0,9821.63,13300.0,71300.0,0.6027,2,0.642,Fair,4,Delayed,21.0,51,2200.0,Yes,15.6,Bad
114700.0,9829.25,28000.0,99600.0,0.8684,2,0.891,Excellent,4,Defaulted,7.6,69,7800.0,Yes,31.1,Bad
254000.0,20922.39,28200.0,83200.0,0.3276,3,0.46,Excellent,1,Mostly Paid,54.3,74,44400.0,No,30.1,Good
41900.0,3838.45,82400.0,8300.0,0.1981,2,0.479,Good,1,Delayed,8.8,55,10600.0,No,12.9,Bad
24800.0,2200.98,17300.0,3200.0,0.129,1,0.251,Good,3,Defaulted,14.6,50,5800.0,Yes,22.3,Bad
47600.0,3917.38,98800.0,9600.0,0.2017,1,0.358,Fair,1,Mostly Paid,15.6,41,1000.0,No,4.2,Good
108400.0,8986.29,26000.0,6900.0,0.0637,1,0.259,Good,1,Defaulted,13.3,32,2900.0,Yes,3.0,Good
57500.0,4348.3,43800.0,7400.0,0.1287,6,,Good,1,Mostly Paid,7.8,47,2100.0,No,11.5,Good
130700.0,10722.02,16000.0,49600.0,0.3795,3,0.493,Excellent,1,Delayed,17.1,72,3000.0,No,32.5,Good
71800.0,5912.55,23500.0,5300.0,0.0738,1,0.184,Fair,1,Defaulted,41.9,59,3300.0,No,24.6,Good
192700.0,16093.55,48300.0,17700.0,0.0919,4,0.251,Fair,1,Mostly Paid,19.3,68,45400.0,No,18.2,Good
212000.0,17918.58,30200.0,88000.0,0.4151,4,0.682,Poor,3,Mostly Paid,5.1,34,75800.0,No,10.0,Good
24700.0,2465.84,98400.0,1500.0,0.0607,2,0.292,Excellent,2,Delayed,,22,3100.0,No,0.7,Bad
59600.0,5021.12,51800.0,5000.0,0.0839,6,0.551,Fair,3,Defaulted,1.0,46,14600.0,Yes,8.8,Bad
81200.0,6807.79,34100.0,400.0,0.0049,4,0.306,Fair,1,Delayed,2.7,21,4100.0,No,2.3,Good
39200.0,3168.6,81200.0,15000.0,0.3827,1,0.51,Poor,3,Mostly Paid,2.9,27,28900.0,No,2.3,Bad
54000.0,4156.98,43300.0,15600.0,0.2889,6,0.891,Good,3,Delayed,26.8,73,5200.0,No,13.9,Good
93600.0,7678.84,41500.0,33300.0,0.3558,3,0.52,Poor,5,Mostly Paid,17.1,34,35500.0,Yes,2.7,Bad
36700.0,3017.23,14900.0,2700.0,0.0736,2,0.326,Excellent,1,Delayed,10.1,27,21800.0,No,3.6,Good
79900.0,6853.41,22600.0,27900.0,0.3492,2,0.442,Good,2,Mostly Paid,7.8,34,32500.0,No,11.5,Good
97700.0,8245.57,45200.0,26600.0,0.2723,2,0.901,Poor,4,Defaulted,5.9,37,1900.0,No,13.7,Bad
26200.0,2227.64,82800.0,3600.0,0.1374,4,0.608,Poor,4,Mostly Paid,0.5,41,6000.0,No,16.9,Bad
64700.0,5275.51,18300.0,11200.0,0.1731,4,0.417,Good,2,All Paid,3.5,22,2200.0,No,0.6,Good
39800.0,2920.24,13500.0,10000.0,0.2513,3,0.347,Fair,1,All Paid,0.3,51,500.0,No,27.0,Bad
103800.0,8265.65,36500.0,21200.0,0.2042,5,0.559,Fair,3,Mostly Paid,6.9,23,1600.0,No,2.7,Good
33700.0,2475.59,7400.0,10400.0,0.3086,2,0.547,Excellent,2,All Paid,7.6,70,17200.0,No,37.7,Good
164800.0,13674.93,48900.0,9900.0,0.0601,2,0.334,Fair,3,Defaulted,0.3,19,79300.0,Yes,1.5,Good
56600.0,4915.48,47500.0,13200.0,0.2332,4,0.696,Good,2,Delayed,11.3,30,3400.0,Yes,6.0,Bad
